Admin Class 1 Level Unique Identifier,1 Level display label,Admin Class 2 Level Unique Identifier Partial,2 Level display label,Admin Class 3 Level Unique Identifier Partial,3 Level display label,Admin Class 4 Level Unique Identifier Partial,4 Level display label,Budget Direction,Date,Amount Kind,Amount
1,Oberbürgermeister,-001,Büro Oberbürgermeister,54, Sonstige ordentliche Aufwendungen,54230000,Leasing,Ausgabe,2017,IST,4066.85
1,Oberbürgermeister,-001,Büro Oberbürgermeister,54, Sonstige ordentliche Aufwendungen,54124000,Dienst-/Schutzkleidung.persAusrüstungsg,Ausgabe,2017,IST,340.00
1,Oberbürgermeister,-001,Büro Oberbürgermeister,54, Sonstige ordentliche Aufwendungen,54290000,Sonstiges fd Inanspruchn v Rechten u,Ausgabe,2017,IST,238.00
1,Oberbürgermeister,-001,Büro Oberbürgermeister,54, Sonstige ordentliche Aufwendungen,54315100,Gebühren (zBRundfunkgebühren),Ausgabe,2017,IST,0.00
1,Oberbürgermeister,-001,Büro Oberbürgermeister,54, Sonstige ordentliche Aufwendungen,54412000,Sonstige Versicherungsbeiträge (oGebäud,Ausgabe,2017,IST,4825.00
1,Oberbürgermeister,-001,Büro Oberbürgermeister,54, Sonstige ordentliche Aufwendungen,54122000,Wegstreckenentschädigung,Ausgabe,2017,IST,16674.36
1,Oberbürgermeister,-001,Büro Oberbürgermeister,54, Sonstige ordentliche Aufwendungen,54999000,Sonstiges aus laufender Verwaltungstätig,Ausgabe,2017,IST,0.00
1,Oberbürgermeister,-001,Büro Oberbürgermeister,54, Sonstige ordentliche Aufwendungen,54121000,Aus- und Fortbildung,Ausgabe,2017,IST,0.00
1,Oberbürgermeister,-001,Büro Oberbürgermeister,54, Sonstige ordentliche Aufwendungen,54996200,Sonstige Beiträge,Ausgabe,2017,IST,0.00
1,Oberbürgermeister,-001,Büro Oberbürgermeister,54, Sonstige ordentliche Aufwendungen,54123000,Sonstige Dienstreisekosten,Ausgabe,2017,IST,12112.59
1,Oberbürgermeister,-001,Büro Oberbürgermeister,54, Sonstige ordentliche Aufwendungen,54318200,Gerichts- und Prozesskosten,Ausgabe,2017,IST,0.00
1,Oberbürgermeister,-001,Büro Oberbürgermeister,54, Sonstige ordentliche Aufwendungen,54317000,Gästebewirtung und Repräsentation,Ausgabe,2017,IST,8.55
1,Oberbürgermeister,-001,Büro Oberbürgermeister,54, Sonstige ordentliche Aufwendungen,54312200,Zeitungen und Fachliteratur,Ausgabe,2017,IST,8791.19
1,Oberbürgermeister,-001,Büro Oberbürgermeister,54, Sonstige ordentliche Aufwendungen,54220000,Mieten und Pachten,Ausgabe,2017,IST,6577.17
1,Oberbürgermeister,-001,Büro Oberbürgermeister,54, Sonstige ordentliche Aufwendungen,54993100,Aufw für Rat. Ausschüsse. Beiräte. etc,Ausgabe,2017,IST,992556.81
1,Oberbürgermeister,-001,Büro Oberbürgermeister,54, Sonstige ordentliche Aufwendungen,54996100,Beiträge zWirtschaftsverb.Berufsvertr,Ausgabe,2017,IST,61.00
1,Oberbürgermeister,-001,Büro Oberbürgermeister,54, Sonstige ordentliche Aufwendungen,54910000,Verfügungsmittel,Ausgabe,2017,IST,0.00
1,Oberbürgermeister,-001,Büro Oberbürgermeister,54, Sonstige ordentliche Aufwendungen,54314000,Telefon,Ausgabe,2017,IST,493.80
1,Oberbürgermeister,-001,Büro Oberbürgermeister,54, Sonstige ordentliche Aufwendungen,54311000,Büromaterial,Ausgabe,2017,IST,4495.47
1,Oberbürgermeister,-001,Büro Oberbürgermeister,54, Sonstige ordentliche Aufwendungen,54319000,Sonstige Geschäftsaufwendungen,Ausgabe,2017,IST,0.00
1,Oberbürgermeister,-001,Büro Oberbürgermeister,45, Sonstige ordentliche Erträge,45919000,Periodenfremde Erträge,Einnahme,2017,IST,9400.00
1,Oberbürgermeister,-001,Büro Oberbürgermeister,45, Sonstige ordentliche Erträge,45910000,Andere sonstige ordentliche Erträge,Einnahme,2017,IST,0.00
1,Oberbürgermeister,-001,Büro Oberbürgermeister,57, Bilanzielle Abschreibung,57118000,AfA auf geringwertige Wirtschaftsgüter,Ausgabe,2017,IST,3401.02
1,Oberbürgermeister,-001,Büro Oberbürgermeister,57, Bilanzielle Abschreibung,57117000,AfA auf Betriebs- und Geschäftsausstattu,Ausgabe,2017,IST,12675.68
1,Oberbürgermeister,-001,Büro Oberbürgermeister,57, Bilanzielle Abschreibung,57115000,AfA -Maschinen und technische Anlagen,Ausgabe,2017,IST,0.00
1,Oberbürgermeister,-001,Büro Oberbürgermeister,41, Zuwendungen und allgemeine Umlagen,41618000,Erträge aus der SoPO-Auflösung Zuschüssen Übrige,Einnahme,2017,IST,100.49
1,Oberbürgermeister,-001,Büro Oberbürgermeister,41, Zuwendungen und allgemeine Umlagen,41614000,Erträge aus  SoPO-Auflösung aus Zuwsons,Einnahme,2017,IST,40.00
1,Oberbürgermeister,-001,Büro Oberbürgermeister,41, Zuwendungen und allgemeine Umlagen,41410000,ZuwuZuschfür lfdZwecke vom Land,Einnahme,2017,IST,3401.02
1,Oberbürgermeister,-001,Büro Oberbürgermeister,53, Transferaufwendungen,53180000,Zuweis u Zuschüsse für lfd Zwecke an,Ausgabe,2017,IST,0.00
1,Oberbürgermeister,-001,Büro Oberbürgermeister,58, Aufwendungen aus internen Leistungsbeziehungen,58118000,Interne Verrechnung Personal,Ausgabe,2017,IST,821771.25
1,Oberbürgermeister,-001,Büro Oberbürgermeister,58, Aufwendungen aus internen Leistungsbeziehungen,58116000,GB-externe Verrechnung,Ausgabe,2017,IST,69377.59
1,Oberbürgermeister,-001,Büro Oberbürgermeister,52, Aufwendungen für Sach- und Dienstleistungen,52910000,Aufwendungen für sonstige Dienstleistung,Ausgabe,2017,IST,0.00
1,Oberbürgermeister,-001,Büro Oberbürgermeister,52, Aufwendungen für Sach- und Dienstleistungen,52554000,Unterhd Betriebs- und Geschäftsausstat,Ausgabe,2017,IST,6321.88
1,Oberbürgermeister,-001,Büro Oberbürgermeister,52, Aufwendungen für Sach- und Dienstleistungen,52511000,Treibstoffe für Fahrzeuge,Ausgabe,2017,IST,1784.55
1,Oberbürgermeister,-001,Büro Oberbürgermeister,52, Aufwendungen für Sach- und Dienstleistungen,52512000,Fahrzeugunterhaltung,Ausgabe,2017,IST,1194.30
1,Oberbürgermeister,-001,Büro Oberbürgermeister,48, Erträge aus internen Leistungsbeziehungen,48111000,Verwaltungskostenbeiträge,Einnahme,2017,IST,69110.00
1,Oberbürgermeister,-001,Büro Oberbürgermeister,48, Erträge aus internen Leistungsbeziehungen,48116000,GB-externe Verrechnung,Einnahme,2017,IST,270.00
1,Oberbürgermeister,-001,Büro Oberbürgermeister,43, Öffentlich-Rechtliche Leistungsentgelte,43218000,Eintrittsgelder,Einnahme,2017,IST,0.00
1,Oberbürgermeister,-001,Büro Oberbürgermeister,51, Versorgungsaufwendungen,51110900,Inanspruchnahme Pensions-Rst für Versorgungsempf,Ausgabe,2017,IST,-289713.69
1,Oberbürgermeister,-001,Büro Oberbürgermeister,51, Versorgungsaufwendungen,51410900,Inanspruchnahme Beihilfe-Rst für Versorgungsempf,Ausgabe,2017,IST,-67706.08
1,Oberbürgermeister,-001,Büro Oberbürgermeister,44, Privatrechtliche Leistngentgelte. Kostenerstattungen und Kostenumlagen,44853100,Erst Sondervermögen-0% USt,Einnahme,2017,IST,15940.00
1,Oberbürgermeister,-414,Kulturbüro,52, Aufwendungen für Sach- und Dienstleistungen,52819000,Sonstige Sachleistungen,Ausgabe,2017,IST,10948.16
1,Oberbürgermeister,-414,Kulturbüro,52, Aufwendungen für Sach- und Dienstleistungen,52511000,Treibstoffe für Fahrzeuge,Ausgabe,2017,IST,67.50
1,Oberbürgermeister,-414,Kulturbüro,52, Aufwendungen für Sach- und Dienstleistungen,52555700,Wartung IT,Ausgabe,2017,IST,420.00
1,Oberbürgermeister,-414,Kulturbüro,52, Aufwendungen für Sach- und Dienstleistungen,52412400,Entsorgung,Ausgabe,2017,IST,367.59
1,Oberbürgermeister,-414,Kulturbüro,52, Aufwendungen für Sach- und Dienstleistungen,52554000,Unterhd Betriebs- und Geschäftsausstat,Ausgabe,2017,IST,8020.93
1,Oberbürgermeister,-414,Kulturbüro,52, Aufwendungen für Sach- und Dienstleistungen,52310000,Erstattung lfd Verwaltungstätigkeit an,Ausgabe,2017,IST,797.58
1,Oberbürgermeister,-414,Kulturbüro,52, Aufwendungen für Sach- und Dienstleistungen,52555500,Unterhaltung IT,Ausgabe,2017,IST,0.00
1,Oberbürgermeister,-414,Kulturbüro,52, Aufwendungen für Sach- und Dienstleistungen,52380000,Erstattung lfd Verw-tätigk an übrige,Ausgabe,2017,IST,88194.00
1,Oberbürgermeister,-414,Kulturbüro,52, Aufwendungen für Sach- und Dienstleistungen,52512000,Fahrzeugunterhaltung,Ausgabe,2017,IST,110.00
1,Oberbürgermeister,-414,Kulturbüro,52, Aufwendungen für Sach- und Dienstleistungen,52910000,Aufwendungen für sonstige Dienstleistung,Ausgabe,2017,IST,218420.23
1,Oberbürgermeister,-414,Kulturbüro,50, Personalaufwendungen,50111000,Beamtenbezüge,Ausgabe,2017,IST,156704.06
1,Oberbürgermeister,-414,Kulturbüro,50, Personalaufwendungen,50111700,Jubiläumsaufwendungen Beamte,Ausgabe,2017,IST,70.47
1,Oberbürgermeister,-414,Kulturbüro,50, Personalaufwendungen,50392000,Sozialversicherung für sonstige Beschäft,Ausgabe,2017,IST,8822.51
1,Oberbürgermeister,-414,Kulturbüro,50, Personalaufwendungen,50220000,Beiträge zu Versorgungskassen für tarifl,Ausgabe,2017,IST,60920.54
1,Oberbürgermeister,-414,Kulturbüro,50, Personalaufwendungen,50292000,Versorgungskasse für sonstige Beschäftig,Ausgabe,2017,IST,1839.24
1,Oberbürgermeister,-414,Kulturbüro,50, Personalaufwendungen,50111600,Rückstellungen für Urlaub/Überst-Beamte,Ausgabe,2017,IST,5346.38
1,Oberbürgermeister,-414,Kulturbüro,50, Personalaufwendungen,50192000,Vergütungen für sonstige Beschäftigte,Ausgabe,2017,IST,41583.61
1,Oberbürgermeister,-414,Kulturbüro,50, Personalaufwendungen,50121600,Rückstellungen Urlaub/Übstst für tarifl,Ausgabe,2017,IST,28105.59
1,Oberbürgermeister,-414,Kulturbüro,50, Personalaufwendungen,50121100,Pauschale Lohnsteuer für tarifl Beschäf,Ausgabe,2017,IST,1820.39
1,Oberbürgermeister,-414,Kulturbüro,50, Personalaufwendungen,50321000,Sozialversicherung für tariflich Beschäf,Ausgabe,2017,IST,148872.66
1,Oberbürgermeister,-414,Kulturbüro,50, Personalaufwendungen,50610000,Zuführungen zur Beihilferückstellung für,Ausgabe,2017,IST,20219.62
1,Oberbürgermeister,-414,Kulturbüro,50, Personalaufwendungen,50121000,Vergütungen für tarifl Beschäftigte,Ausgabe,2017,IST,792987.77
1,Oberbürgermeister,-414,Kulturbüro,50, Personalaufwendungen,50111900,Inanspruchnahme Personal-Rückstellungen für Beamte,Ausgabe,2017,IST,-184.59
1,Oberbürgermeister,-414,Kulturbüro,50, Personalaufwendungen,50121700,Jubiläumsaufwendungen tariflich Beschäftigte,Ausgabe,2017,IST,314.93
1,Oberbürgermeister,-414,Kulturbüro,50, Personalaufwendungen,50510000,Zuführungen zu Pensionsrückstellungen f,Ausgabe,2017,IST,79341.44
1,Oberbürgermeister,-414,Kulturbüro,50, Personalaufwendungen,50121900,Inanspruchnahme Personal-Rst für tariflich Besch,Ausgabe,2017,IST,-411.21
1,Oberbürgermeister,-414,Kulturbüro,54, Sonstige ordentliche Aufwendungen,54311000,Büromaterial,Ausgabe,2017,IST,2201.23
1,Oberbürgermeister,-414,Kulturbüro,54, Sonstige ordentliche Aufwendungen,54290000,Sonstiges fd Inanspruchn v Rechten u,Ausgabe,2017,IST,16193.55
1,Oberbürgermeister,-414,Kulturbüro,54, Sonstige ordentliche Aufwendungen,54411900,Sonstige Steuern,Ausgabe,2017,IST,222.05
1,Oberbürgermeister,-414,Kulturbüro,54, Sonstige ordentliche Aufwendungen,54312200,Zeitungen und Fachliteratur,Ausgabe,2017,IST,1847.46
1,Oberbürgermeister,-414,Kulturbüro,54, Sonstige ordentliche Aufwendungen,54312100,Druck und Vervielfältigung,Ausgabe,2017,IST,22259.02
1,Oberbürgermeister,-414,Kulturbüro,54, Sonstige ordentliche Aufwendungen,54996000S,Aufw f Ersatzbeschaffungen Festwerte,Ausgabe,2017,IST,2891.40
1,Oberbürgermeister,-414,Kulturbüro,54, Sonstige ordentliche Aufwendungen,54996000A,Aufw f Ersatzbeschaffungen Festwerte,Ausgabe,2017,IST,-2891.40
1,Oberbürgermeister,-414,Kulturbüro,54, Sonstige ordentliche Aufwendungen,54996000,Aufw f Ersatzbeschaffungen Festwerte,Ausgabe,2017,IST,2891.40
1,Oberbürgermeister,-414,Kulturbüro,54, Sonstige ordentliche Aufwendungen,54313000,Porto,Ausgabe,2017,IST,49.97
1,Oberbürgermeister,-414,Kulturbüro,54, Sonstige ordentliche Aufwendungen,54412000,Sonstige Versicherungsbeiträge (oGebäud,Ausgabe,2017,IST,437.33
1,Oberbürgermeister,-414,Kulturbüro,54, Sonstige ordentliche Aufwendungen,54124000,Dienst-/Schutzkleidung.persAusrüstungsg,Ausgabe,2017,IST,671.45
1,Oberbürgermeister,-414,Kulturbüro,54, Sonstige ordentliche Aufwendungen,54122000,Wegstreckenentschädigung,Ausgabe,2017,IST,8186.75
1,Oberbürgermeister,-414,Kulturbüro,54, Sonstige ordentliche Aufwendungen,54316200,Werbung und Öffentlichkeitsarbeit,Ausgabe,2017,IST,39159.09
1,Oberbürgermeister,-414,Kulturbüro,54, Sonstige ordentliche Aufwendungen,54123000,Sonstige Dienstreisekosten,Ausgabe,2017,IST,1739.94
1,Oberbürgermeister,-414,Kulturbüro,54, Sonstige ordentliche Aufwendungen,54996100,Beiträge zWirtschaftsverb.Berufsvertr,Ausgabe,2017,IST,4278.28
1,Oberbürgermeister,-414,Kulturbüro,54, Sonstige ordentliche Aufwendungen,54996200,Sonstige Beiträge,Ausgabe,2017,IST,19000.00
1,Oberbürgermeister,-414,Kulturbüro,54, Sonstige ordentliche Aufwendungen,54317000,Gästebewirtung und Repräsentation,Ausgabe,2017,IST,17067.23
1,Oberbürgermeister,-414,Kulturbüro,54, Sonstige ordentliche Aufwendungen,54315100,Gebühren (zBRundfunkgebühren),Ausgabe,2017,IST,5410.52
1,Oberbürgermeister,-414,Kulturbüro,54, Sonstige ordentliche Aufwendungen,54319000,Sonstige Geschäftsaufwendungen,Ausgabe,2017,IST,1041.94
1,Oberbürgermeister,-414,Kulturbüro,54, Sonstige ordentliche Aufwendungen,54999000,Sonstiges aus laufender Verwaltungstätig,Ausgabe,2017,IST,0.00
1,Oberbürgermeister,-414,Kulturbüro,54, Sonstige ordentliche Aufwendungen,54220000,Mieten und Pachten,Ausgabe,2017,IST,1378.12
1,Oberbürgermeister,-414,Kulturbüro,54, Sonstige ordentliche Aufwendungen,54314000,Telefon,Ausgabe,2017,IST,120.00
1,Oberbürgermeister,-414,Kulturbüro,43, Öffentlich-Rechtliche Leistungsentgelte,43218000,Eintrittsgelder,Einnahme,2017,IST,66427.50
1,Oberbürgermeister,-414,Kulturbüro,57, Bilanzielle Abschreibung,57312000,Sonstige Abschreibungen auf Forderungen,Ausgabe,2017,IST,3000.00
1,Oberbürgermeister,-414,Kulturbüro,57, Bilanzielle Abschreibung,57115000,AfA -Maschinen und technische Anlagen,Ausgabe,2017,IST,2547.19
1,Oberbürgermeister,-414,Kulturbüro,57, Bilanzielle Abschreibung,57118000,AfA auf geringwertige Wirtschaftsgüter,Ausgabe,2017,IST,7636.50
1,Oberbürgermeister,-414,Kulturbüro,57, Bilanzielle Abschreibung,57116000,AfA auf Fahrzeuge,Ausgabe,2017,IST,2163.02
1,Oberbürgermeister,-414,Kulturbüro,57, Bilanzielle Abschreibung,57117000,AfA auf Betriebs- und Geschäftsausstattu,Ausgabe,2017,IST,14234.64
1,Oberbürgermeister,-414,Kulturbüro,57, Bilanzielle Abschreibung,57113000,AfA - Gebäude,Ausgabe,2017,IST,103.21
1,Oberbürgermeister,-414,Kulturbüro,51, Versorgungsaufwendungen,51410900,Inanspruchnahme Beihilfe-Rst für Versorgungsempf,Ausgabe,2017,IST,-7640.57
1,Oberbürgermeister,-414,Kulturbüro,51, Versorgungsaufwendungen,51110900,Inanspruchnahme Pensions-Rst für Versorgungsempf,Ausgabe,2017,IST,-32693.90
1,Oberbürgermeister,-414,Kulturbüro,41, Zuwendungen und allgemeine Umlagen,41611000,Erträge aus  SoPO-Auflösung aus Zuweisun,Einnahme,2017,IST,75.24
1,Oberbürgermeister,-414,Kulturbüro,41, Zuwendungen und allgemeine Umlagen,41440000,Zuw und Zuschüsse für laufende Zwecke s,Einnahme,2017,IST,20000.00
1,Oberbürgermeister,-414,Kulturbüro,41, Zuwendungen und allgemeine Umlagen,41480000,Zuschüsse für laufende Zwecke vom übrige,Einnahme,2017,IST,1602.00
1,Oberbürgermeister,-414,Kulturbüro,41, Zuwendungen und allgemeine Umlagen,41611100,Erträge aus SoPO-Auflösung aus Zuw Land BW 52,Einnahme,2017,IST,392.70
1,Oberbürgermeister,-414,Kulturbüro,41, Zuwendungen und allgemeine Umlagen,41410000,ZuwuZuschfür lfdZwecke vom Land,Einnahme,2017,IST,299509.90
1,Oberbürgermeister,-414,Kulturbüro,41, Zuwendungen und allgemeine Umlagen,41610000,Erträge aus  SoPO-Auflösung aus Zuweisun,Einnahme,2017,IST,804.99
1,Oberbürgermeister,-414,Kulturbüro,48, Erträge aus internen Leistungsbeziehungen,48115000,GB-interne Verrechnung (oGB-OVH),Einnahme,2017,IST,1356.00
1,Oberbürgermeister,-414,Kulturbüro,48, Erträge aus internen Leistungsbeziehungen,48116000,GB-externe Verrechnung,Einnahme,2017,IST,11965.36
1,Oberbürgermeister,-414,Kulturbüro,58, Aufwendungen aus internen Leistungsbeziehungen,58116000,GB-externe Verrechnung,Ausgabe,2017,IST,42258.07
1,Oberbürgermeister,-414,Kulturbüro,58, Aufwendungen aus internen Leistungsbeziehungen,58118000,Interne Verrechnung Personal,Ausgabe,2017,IST,112657.38
1,Oberbürgermeister,-414,Kulturbüro,44, Privatrechtliche Leistngentgelte. Kostenerstattungen und Kostenumlagen,44880100,Erstübrige Bereiche-0% USt,Einnahme,2017,IST,4938.32
1,Oberbürgermeister,-414,Kulturbüro,44, Privatrechtliche Leistngentgelte. Kostenerstattungen und Kostenumlagen,44111100,Mieten/Pachten Dritte-0% USt,Einnahme,2017,IST,27504.81
1,Oberbürgermeister,-414,Kulturbüro,44, Privatrechtliche Leistngentgelte. Kostenerstattungen und Kostenumlagen,44610100,Sonstpriv Entgelte-0% USt (kein AV),Einnahme,2017,IST,6810.00
1,Oberbürgermeister,-414,Kulturbüro,53, Transferaufwendungen,53180000,Zuweis u Zuschüsse für lfd Zwecke an,Ausgabe,2017,IST,236090.00
1,Oberbürgermeister,-413,Deutsches Textilmuseum,52, Aufwendungen für Sach- und Dienstleistungen,52910000,Aufwendungen für sonstige Dienstleistung,Ausgabe,2017,IST,16502.72
1,Oberbürgermeister,-413,Deutsches Textilmuseum,52, Aufwendungen für Sach- und Dienstleistungen,52412400,Entsorgung,Ausgabe,2017,IST,131.85
1,Oberbürgermeister,-413,Deutsches Textilmuseum,52, Aufwendungen für Sach- und Dienstleistungen,52554000,Unterhd Betriebs- und Geschäftsausstat,Ausgabe,2017,IST,3964.34
1,Oberbürgermeister,-413,Deutsches Textilmuseum,52, Aufwendungen für Sach- und Dienstleistungen,52819000,Sonstige Sachleistungen,Ausgabe,2017,IST,6221.36
1,Oberbürgermeister,-413,Deutsches Textilmuseum,52, Aufwendungen für Sach- und Dienstleistungen,52555500,Unterhaltung IT,Ausgabe,2017,IST,0.00
1,Oberbürgermeister,-413,Deutsches Textilmuseum,52, Aufwendungen für Sach- und Dienstleistungen,52511000,Treibstoffe für Fahrzeuge,Ausgabe,2017,IST,377.32
1,Oberbürgermeister,-413,Deutsches Textilmuseum,54, Sonstige ordentliche Aufwendungen,54290000,Sonstiges fd Inanspruchn v Rechten u,Ausgabe,2017,IST,276.28
1,Oberbürgermeister,-413,Deutsches Textilmuseum,54, Sonstige ordentliche Aufwendungen,54316200,Werbung und Öffentlichkeitsarbeit,Ausgabe,2017,IST,10259.02
1,Oberbürgermeister,-413,Deutsches Textilmuseum,54, Sonstige ordentliche Aufwendungen,54314000,Telefon,Ausgabe,2017,IST,0.00
1,Oberbürgermeister,-413,Deutsches Textilmuseum,54, Sonstige ordentliche Aufwendungen,54124000,Dienst-/Schutzkleidung.persAusrüstungsg,Ausgabe,2017,IST,76.97
1,Oberbürgermeister,-413,Deutsches Textilmuseum,54, Sonstige ordentliche Aufwendungen,54996200,Sonstige Beiträge,Ausgabe,2017,IST,0.00
1,Oberbürgermeister,-413,Deutsches Textilmuseum,54, Sonstige ordentliche Aufwendungen,54319000,Sonstige Geschäftsaufwendungen,Ausgabe,2017,IST,1285.45
1,Oberbürgermeister,-413,Deutsches Textilmuseum,54, Sonstige ordentliche Aufwendungen,54121000,Aus- und Fortbildung,Ausgabe,2017,IST,160.45
1,Oberbürgermeister,-413,Deutsches Textilmuseum,54, Sonstige ordentliche Aufwendungen,54996000S,Aufw f Ersatzbeschaffungen Festwerte,Ausgabe,2017,IST,1491.01
1,Oberbürgermeister,-413,Deutsches Textilmuseum,54, Sonstige ordentliche Aufwendungen,54122000,Wegstreckenentschädigung,Ausgabe,2017,IST,323.52
1,Oberbürgermeister,-413,Deutsches Textilmuseum,54, Sonstige ordentliche Aufwendungen,54210000,Aufwendungen für ehrenamtl und sonst T,Ausgabe,2017,IST,928.00
1,Oberbürgermeister,-413,Deutsches Textilmuseum,54, Sonstige ordentliche Aufwendungen,54996000,Aufw f Ersatzbeschaffungen Festwerte,Ausgabe,2017,IST,1491.01
1,Oberbürgermeister,-413,Deutsches Textilmuseum,54, Sonstige ordentliche Aufwendungen,54313000,Porto,Ausgabe,2017,IST,8.85
1,Oberbürgermeister,-413,Deutsches Textilmuseum,54, Sonstige ordentliche Aufwendungen,54996000A,Aufw f Ersatzbeschaffungen Festwerte,Ausgabe,2017,IST,-1491.01
1,Oberbürgermeister,-413,Deutsches Textilmuseum,54, Sonstige ordentliche Aufwendungen,54123000,Sonstige Dienstreisekosten,Ausgabe,2017,IST,2982.31
1,Oberbürgermeister,-413,Deutsches Textilmuseum,54, Sonstige ordentliche Aufwendungen,54312100,Druck und Vervielfältigung,Ausgabe,2017,IST,9453.23
1,Oberbürgermeister,-413,Deutsches Textilmuseum,54, Sonstige ordentliche Aufwendungen,54317000,Gästebewirtung und Repräsentation,Ausgabe,2017,IST,1818.69
1,Oberbürgermeister,-413,Deutsches Textilmuseum,54, Sonstige ordentliche Aufwendungen,54220000,Mieten und Pachten,Ausgabe,2017,IST,1085.53
1,Oberbürgermeister,-413,Deutsches Textilmuseum,54, Sonstige ordentliche Aufwendungen,54412000,Sonstige Versicherungsbeiträge (oGebäud,Ausgabe,2017,IST,59.50
1,Oberbürgermeister,-413,Deutsches Textilmuseum,54, Sonstige ordentliche Aufwendungen,54315100,Gebühren (zBRundfunkgebühren),Ausgabe,2017,IST,202.00
1,Oberbürgermeister,-413,Deutsches Textilmuseum,54, Sonstige ordentliche Aufwendungen,54311000,Büromaterial,Ausgabe,2017,IST,948.08
1,Oberbürgermeister,-413,Deutsches Textilmuseum,54, Sonstige ordentliche Aufwendungen,54996100,Beiträge zWirtschaftsverb.Berufsvertr,Ausgabe,2017,IST,439.00
1,Oberbürgermeister,-413,Deutsches Textilmuseum,50, Personalaufwendungen,50121000,Vergütungen für tarifl Beschäftigte,Ausgabe,2017,IST,575694.08
1,Oberbürgermeister,-413,Deutsches Textilmuseum,50, Personalaufwendungen,50121100,Pauschale Lohnsteuer für tarifl Beschäf,Ausgabe,2017,IST,1094.74
1,Oberbürgermeister,-413,Deutsches Textilmuseum,50, Personalaufwendungen,50220000,Beiträge zu Versorgungskassen für tarifl,Ausgabe,2017,IST,45762.78
1,Oberbürgermeister,-413,Deutsches Textilmuseum,50, Personalaufwendungen,50321000,Sozialversicherung für tariflich Beschäf,Ausgabe,2017,IST,110556.16
1,Oberbürgermeister,-413,Deutsches Textilmuseum,50, Personalaufwendungen,50111500,Rückstellungen für Altersteilzeit-Beamte,Ausgabe,2017,IST,0.00
