art_label,produktbereich_name,produktbereich_label,amount,time_year,produktgruppe_name,produktgruppe_label
Ertrag,4,Kultur und Wissenschaft,1374085,2015,404,Rautenstrauch-Joest-Museum
Aufwand,4,Kultur und Wissenschaft,8706197,2015,404,Rautenstrauch-Joest-Museum
Ertrag,4,Kultur und Wissenschaft,218156,2015,405,Museum für Angewandte Kunst
Aufwand,4,Kultur und Wissenschaft,3043220,2015,405,Museum für Angewandte Kunst
Ertrag,4,Kultur und Wissenschaft,413074,2015,406,Museum für Ostasiatische Kunst
Aufwand,4,Kultur und Wissenschaft,1859727,2015,406,Museum für Ostasiatische Kunst
Ertrag,4,Kultur und Wissenschaft,118207,2015,407,Museum Schnütgen
Aufwand,4,Kultur und Wissenschaft,1641741,2015,407,Museum Schnütgen
Ertrag,4,Kultur und Wissenschaft,326647,2015,408,Kölnisches Stadtmuseum
Aufwand,4,Kultur und Wissenschaft,2307187,2015,408,Kölnisches Stadtmuseum
Ertrag,4,Kultur und Wissenschaft,143628,2015,409,Kunst- und Museumsbibliothek / Rheinisches Bildarchiv
Aufwand,4,Kultur und Wissenschaft,3174179,2015,409,Kunst- und Museumsbibliothek / Rheinisches Bildarchiv
Ertrag,4,Kultur und Wissenschaft,108665,2015,410,NS-Dokumentationszentrum
Aufwand,4,Kultur und Wissenschaft,2009087,2015,410,NS-Dokumentationszentrum
Ertrag,4,Kultur und Wissenschaft,521400,2015,411,Museumsdienst
Aufwand,4,Kultur und Wissenschaft,1728281,2015,411,Museumsdienst
Ertrag,4,Kultur und Wissenschaft,7889484,2015,412,Historisches Archiv
Aufwand,4,Kultur und Wissenschaft,20893349,2015,412,Historisches Archiv
Ertrag,4,Kultur und Wissenschaft,515858,2015,413,Archäologische Zone und Jüdisches Museum
Aufwand,4,Kultur und Wissenschaft,1623129,2015,413,Archäologische Zone und Jüdisches Museum
Ertrag,4,Kultur und Wissenschaft,7545966,2015,414,Volkshochschule
Aufwand,4,Kultur und Wissenschaft,16818566,2015,414,Volkshochschule
Ertrag,4,Kultur und Wissenschaft,3413300,2015,415,Rheinische Musikschule
Aufwand,4,Kultur und Wissenschaft,7156554,2015,415,Rheinische Musikschule
Ertrag,4,Kultur und Wissenschaft,1134385,2015,416,Kulturförderung
Aufwand,4,Kultur und Wissenschaft,93919118,2015,416,Kulturförderung
Ertrag,4,Kultur und Wissenschaft,1229428,2015,417,Puppenspiele
Aufwand,4,Kultur und Wissenschaft,2289287,2015,417,Puppenspiele
Ertrag,4,Kultur und Wissenschaft,1791039,2015,418,Stadtbibliothek
Aufwand,4,Kultur und Wissenschaft,14308974,2015,418,Stadtbibliothek
Ertrag,5,Soziale Hilfen,187470457,2015,501,Leistungen nach dem  SGB XII
Aufwand,5,Soziale Hilfen,357894942,2015,501,Leistungen nach dem  SGB XII
Ertrag,5,Soziale Hilfen,125898175,2015,502,Kommunale Leistungen nach dem SGB II
Aufwand,5,Soziale Hilfen,374924556,2015,502,Kommunale Leistungen nach dem SGB II
Ertrag,5,Soziale Hilfen,19585943,2015,503,Weitere soziale Pflichtleistungen
Aufwand,5,Soziale Hilfen,71372332,2015,503,Weitere soziale Pflichtleistungen
Ertrag,5,Soziale Hilfen,650099,2015,504,Freiwillige Sozialleistungen und interkulturelle Hilfen
Aufwand,5,Soziale Hilfen,8320362,2015,504,Freiwillige Sozialleistungen und interkulturelle Hilfen
Ertrag,5,Soziale Hilfen,2702510,2015,505,Leistungen n. d. Schwerbehindertenrecht - SGB IX
Aufwand,5,Soziale Hilfen,3914307,2015,505,Leistungen n. d. Schwerbehindertenrecht - SGB IX
Ertrag,5,Soziale Hilfen,0,2015,506,Leistungen nach dem Lastenausgleichsgesetz
Aufwand,5,Soziale Hilfen,0,2015,506,Leistungen nach dem Lastenausgleichsgesetz
Ertrag,5,Soziale Hilfen,2102335,2015,507,"Betrieb, Unterhaltung u. Förderung von Bürgerhäusern u. -zentren"
Aufwand,5,Soziale Hilfen,10882173,2015,507,"Betrieb, Unterhaltung u. Förderung von Bürgerhäusern u. -zentren"
Ertrag,5,Soziale Hilfen,14481728,2015,508,Leistungen für Bildung und Teilhabe
Aufwand,5,Soziale Hilfen,14876653,2015,508,Leistungen für Bildung und Teilhabe
Ertrag,6,"Kinder-, Jugend- und Familienhilfe",15846973,2015,601,Kinder- und jugendpädagogische Einrichtung
Aufwand,6,"Kinder-, Jugend- und Familienhilfe",20941923,2015,601,Kinder- und jugendpädagogische Einrichtung
Ertrag,6,"Kinder-, Jugend- und Familienhilfe",432014,2015,602,Leistungen nach dem Bundeselterngeld- und Elternzeitgesetz
Aufwand,6,"Kinder-, Jugend- und Familienhilfe",898401,2015,602,Leistungen nach dem Bundeselterngeld- und Elternzeitgesetz
Ertrag,6,"Kinder-, Jugend- und Familienhilfe",263287121,2015,603,Kindertagesbetreuung
Aufwand,6,"Kinder-, Jugend- und Familienhilfe",477431142,2015,603,Kindertagesbetreuung
Ertrag,6,"Kinder-, Jugend- und Familienhilfe",3430558,2015,604,Kinder- und Jugendarbeit
Aufwand,6,"Kinder-, Jugend- und Familienhilfe",39270053,2015,604,Kinder- und Jugendarbeit
Ertrag,6,"Kinder-, Jugend- und Familienhilfe",369446,2015,605,familienbezogene Beratung und Behandlung
Aufwand,6,"Kinder-, Jugend- und Familienhilfe",4815082,2015,605,familienbezogene Beratung und Behandlung
Ertrag,6,"Kinder-, Jugend- und Familienhilfe",20039579,2015,606,Hilfe für junge Menschen und ihre Familien
Aufwand,6,"Kinder-, Jugend- und Familienhilfe",222320915,2015,606,Hilfe für junge Menschen und ihre Familien
Ertrag,7,Gesundheitsdienste,4870600,2015,701,Gesundheitsdienste
Aufwand,7,Gesundheitsdienste,37026466,2015,701,Gesundheitsdienste
Ertrag,8,Sportförderung,2745811,2015,801,Sportförderung/Unterhaltung von Sportstätten
Aufwand,8,Sportförderung,29546913,2015,801,Sportförderung/Unterhaltung von Sportstätten
Ertrag,9,"Räumliche Planung und Entwicklung, Geoinformationen",28775,2015,901,Stadtplanung
Aufwand,9,"Räumliche Planung und Entwicklung, Geoinformationen",9240919,2015,901,Stadtplanung
Ertrag,9,"Räumliche Planung und Entwicklung, Geoinformationen",51440337,2015,902,Stadtentwicklung
Aufwand,9,"Räumliche Planung und Entwicklung, Geoinformationen",17486666,2015,902,Stadtentwicklung
Ertrag,9,"Räumliche Planung und Entwicklung, Geoinformationen",2040930,2015,903,"Grundstücksbezogene Basisinformationen, Grundstücksordnung und Wertermittlung"
Aufwand,9,"Räumliche Planung und Entwicklung, Geoinformationen",16563535,2015,903,"Grundstücksbezogene Basisinformationen, Grundstücksordnung und Wertermittlung"
Ertrag,10,Bauen und Wohnen,11412347,2015,1001,"Baugenehmigungen, Bauordnungsbehördliche Maßnahmen"
Aufwand,10,Bauen und Wohnen,13909283,2015,1001,"Baugenehmigungen, Bauordnungsbehördliche Maßnahmen"
Ertrag,10,Bauen und Wohnen,727778,2015,1002,Denkmalpflege
Aufwand,10,Bauen und Wohnen,4464107,2015,1002,Denkmalpflege
Ertrag,10,Bauen und Wohnen,13314518,2015,1003,"Wohnraumförderung, Wohnungserhaltung u. -pflege, Hilfen für Wohnungssuchende"
Aufwand,10,Bauen und Wohnen,13053201,2015,1003,"Wohnraumförderung, Wohnungserhaltung u. -pflege, Hilfen für Wohnungssuchende"
Ertrag,10,Bauen und Wohnen,19471272,2015,1004,Bereitstellung und Bewirtschaftung von Wohnraum
Aufwand,10,Bauen und Wohnen,60301628,2015,1004,Bereitstellung und Bewirtschaftung von Wohnraum
Ertrag,10,Bauen und Wohnen,715953,2015,1005,Leistungen zur Vermeidung von Obdachlosigkeit
Aufwand,10,Bauen und Wohnen,10445896,2015,1005,Leistungen zur Vermeidung von Obdachlosigkeit
Ertrag,11,Ver- und Entsorgung,84712025,2015,1101,Ver- und Entsorgung
Aufwand,11,Ver- und Entsorgung,14327814,2015,1101,Ver- und Entsorgung
Ertrag,12,"Verkehrsflächen und -anlagen, ÖPNV",62542298,2015,1201,"Straßen, Wege, Plätze"
Aufwand,12,"Verkehrsflächen und -anlagen, ÖPNV",180738909,2015,1201,"Straßen, Wege, Plätze"
Ertrag,12,"Verkehrsflächen und -anlagen, ÖPNV",72166403,2015,1202,"Brücken, Tunnel, Stadtbahn, ÖPNV"
Aufwand,12,"Verkehrsflächen und -anlagen, ÖPNV",132467835,2015,1202,"Brücken, Tunnel, Stadtbahn, ÖPNV"
Ertrag,13,Natur- und Landschaftspflege,2082541,2015,1301,"Öffentliches Grün, Wald- und Forstwirtschaft, Erholungsanlagen"
Aufwand,13,Natur- und Landschaftspflege,49728656,2015,1301,"Öffentliches Grün, Wald- und Forstwirtschaft, Erholungsanlagen"
Ertrag,13,Natur- und Landschaftspflege,147374,2015,1302,Wasser und Wasserbau
Aufwand,13,Natur- und Landschaftspflege,12581188,2015,1302,Wasser und Wasserbau
Ertrag,13,Natur- und Landschaftspflege,20850381,2015,1303,Friedhöfe
Aufwand,13,Natur- und Landschaftspflege,21734687,2015,1303,Friedhöfe
Ertrag,14,Umweltschutz,1529787,2015,1401,"Umweltordnung, -vorsorge"
Aufwand,14,Umweltschutz,15852914,2015,1401,"Umweltordnung, -vorsorge"
Ertrag,15,Wirtschaft und Tourismus,72147375,2015,1501,Wirtschaft und Tourismus
Aufwand,15,Wirtschaft und Tourismus,35077926,2015,1501,Wirtschaft und Tourismus
Ertrag,16,Allgemeine Finanzwirtschaft,2310993661,2015,1601,Allgemeine Finanzwirschaft
Aufwand,16,Allgemeine Finanzwirtschaft,611255309,2015,1601,Allgemeine Finanzwirschaft
Ertrag,17,Stiftungen,56500,2015,1701,Stiftungen zur Förderung des Musikstudiums
Aufwand,17,Stiftungen,40700,2015,1701,Stiftungen zur Förderung des Musikstudiums
Ertrag,17,Stiftungen,30000,2015,1702,Stiftung zur Förderung des Schul- und Ausbildungswesens
Aufwand,17,Stiftungen,22500,2015,1702,Stiftung zur Förderung des Schul- und Ausbildungswesens
Ertrag,17,Stiftungen,1040000,2015,1703,Waisenhausstiftung
Aufwand,17,Stiftungen,818900,2015,1703,Waisenhausstiftung
Ertrag,17,Stiftungen,441500,2015,1704,Altersstiftung
Aufwand,17,Stiftungen,310400,2015,1704,Altersstiftung
Ertrag,17,Stiftungen,2216400,2015,1705,Wohnungsstiftungen
Aufwand,17,Stiftungen,1721400,2015,1705,Wohnungsstiftungen
Ertrag,17,Stiftungen,938900,2015,1706,Stiftung Dr. Dormagen-Guffanti
Aufwand,17,Stiftungen,674500,2015,1706,Stiftung Dr. Dormagen-Guffanti
Ertrag,17,Stiftungen,251100,2015,1707,Gemeinsamer Hospitalstiftungsfonds
Aufwand,17,Stiftungen,176900,2015,1707,Gemeinsamer Hospitalstiftungsfonds
Ertrag,17,Stiftungen,2700,2015,1708,Büchereistiftung
Aufwand,17,Stiftungen,1400,2015,1708,Büchereistiftung
Ertrag,17,Stiftungen,607900,2015,1709,Stiftung Johann-Heinrich Claren
Aufwand,17,Stiftungen,428700,2015,1709,Stiftung Johann-Heinrich Claren
Ertrag,17,Stiftungen,18100,2015,1710,Stiftung Dr. Eduard Schreibers
Aufwand,17,Stiftungen,13500,2015,1710,Stiftung Dr. Eduard Schreibers
Ertrag,17,Stiftungen,5100,2015,1711,Emilie-Kühner-Stiftung
Aufwand,17,Stiftungen,3400,2015,1711,Emilie-Kühner-Stiftung
Ertrag,17,Stiftungen,39700,2015,1712,Gemeinsame Stiftungen Geschwister Abelen und Karl Bau
Aufwand,17,Stiftungen,32800,2015,1712,Gemeinsame Stiftungen Geschwister Abelen und Karl Bau
Ertrag,17,Stiftungen,140300,2015,1713,Hermann-Frank-Fonds
Aufwand,17,Stiftungen,104900,2015,1713,Hermann-Frank-Fonds
Ertrag,17,Stiftungen,103700,2015,1714,Stiftung für in Not geratene Einwohner der Stadt Köln
Aufwand,17,Stiftungen,78200,2015,1714,Stiftung für in Not geratene Einwohner der Stadt Köln
Ertrag,17,Stiftungen,179700,2015,1715,Guilleaume-Stiftung St. Antoniusheim
Aufwand,17,Stiftungen,150400,2015,1715,Guilleaume-Stiftung St. Antoniusheim
Ertrag,17,Stiftungen,6600,2015,1716,Krankenhausstiftung Worringen
Aufwand,17,Stiftungen,4400,2015,1716,Krankenhausstiftung Worringen
Ertrag,17,Stiftungen,4100,2015,1717,Gustav-von-Mevissen-Stiftung
Aufwand,17,Stiftungen,3100,2015,1717,Gustav-von-Mevissen-Stiftung
Ertrag,17,Stiftungen,3900,2015,1718,Stiftung Feldotto
Aufwand,17,Stiftungen,2900,2015,1718,Stiftung Feldotto
Ertrag,17,Stiftungen,19000,2015,1719,Stiftung Faßbender
Aufwand,17,Stiftungen,14000,2015,1719,Stiftung Faßbender
Ertrag,17,Stiftungen,15200,2015,1720,Dr. Wilhelm und Gisela Fuß-Stiftung
Aufwand,17,Stiftungen,11400,2015,1720,Dr. Wilhelm und Gisela Fuß-Stiftung
Ertrag,17,Stiftungen,33300,2015,1721,Stiftung Dick
Aufwand,17,Stiftungen,24500,2015,1721,Stiftung Dick
Ertrag,17,Stiftungen,6900,2015,1722,Stiftung Friedrich Damm
Aufwand,17,Stiftungen,5000,2015,1722,Stiftung Friedrich Damm
Ertrag,17,Stiftungen,21500,2015,1723,Stiftung Mathilde Groll
Aufwand,17,Stiftungen,15900,2015,1723,Stiftung Mathilde Groll
Ertrag,17,Stiftungen,26100,2015,1724,Gerda und Manfred Ulbrich-Stiftung
Aufwand,17,Stiftungen,19200,2015,1724,Gerda und Manfred Ulbrich-Stiftung
Ertrag,18,Bezirksorientierte Mittel,0,2015,1801,Bezirksorientierte Mittel
Aufwand,18,Bezirksorientierte Mittel,504000,2015,1801,Bezirksorientierte Mittel
