art_label,produktbereich_name,produktbereich_label,amount,time_year,produktgruppe_name,produktgruppe_label
Aufwand,1,Innere Verwaltung,6168044,2015,102,"Haushalts-, betriebswirtschaftliche und technische Prüfungen, Sonderprüfungen"
Ertrag,1,Innere Verwaltung,1496543,2016,102,"Haushalts-, betriebswirtschaftliche und technische Prüfungen, Sonderprüfungen"
Aufwand,1,Innere Verwaltung,6288923,2016,102,"Haushalts-, betriebswirtschaftliche und technische Prüfungen, Sonderprüfungen"
Ertrag,1,Innere Verwaltung,2669832,2017,102,"Haushalts-, betriebswirtschaftliche und technische Prüfungen, Sonderprüfungen"
Aufwand,1,Innere Verwaltung,6408071,2017,102,"Haushalts-, betriebswirtschaftliche und technische Prüfungen, Sonderprüfungen"
Ertrag,1,Innere Verwaltung,2881525,2018,102,"Haushalts-, betriebswirtschaftliche und technische Prüfungen, Sonderprüfungen"
Aufwand,1,Innere Verwaltung,6526389,2018,102,"Haushalts-, betriebswirtschaftliche und technische Prüfungen, Sonderprüfungen"
Ertrag,1,Innere Verwaltung,18971262,2012,103,Personal- und Organisationsmanagement
Aufwand,1,Innere Verwaltung,87153100,2012,103,Personal- und Organisationsmanagement
Ertrag,1,Innere Verwaltung,18437165,2013,103,Personal- und Organisationsmanagement
Aufwand,1,Innere Verwaltung,133467497,2013,103,Personal- und Organisationsmanagement
Ertrag,1,Innere Verwaltung,23597385,2014,103,Personal- und Organisationsmanagement
Aufwand,1,Innere Verwaltung,121445042,2014,103,Personal- und Organisationsmanagement
Ertrag,1,Innere Verwaltung,40853395,2015,103,Personal- und Organisationsmanagement
Aufwand,1,Innere Verwaltung,139189997,2015,103,Personal- und Organisationsmanagement
Ertrag,1,Innere Verwaltung,34547915,2016,103,Personal- und Organisationsmanagement
Aufwand,1,Innere Verwaltung,143619116,2016,103,Personal- und Organisationsmanagement
Ertrag,1,Innere Verwaltung,41179686,2017,103,Personal- und Organisationsmanagement
Aufwand,1,Innere Verwaltung,148111205,2017,103,Personal- und Organisationsmanagement
Ertrag,1,Innere Verwaltung,53285492,2018,103,Personal- und Organisationsmanagement
Aufwand,1,Innere Verwaltung,152155567,2018,103,Personal- und Organisationsmanagement
Ertrag,1,Innere Verwaltung,6217248,2012,104,IT- und Kommunikationsdienste
Aufwand,1,Innere Verwaltung,32567823,2012,104,IT- und Kommunikationsdienste
Ertrag,1,Innere Verwaltung,5799876,2013,104,IT- und Kommunikationsdienste
Aufwand,1,Innere Verwaltung,40738244,2013,104,IT- und Kommunikationsdienste
Ertrag,1,Innere Verwaltung,5740876,2014,104,IT- und Kommunikationsdienste
Aufwand,1,Innere Verwaltung,41321364,2014,104,IT- und Kommunikationsdienste
Ertrag,1,Innere Verwaltung,5742344,2015,104,IT- und Kommunikationsdienste
Aufwand,1,Innere Verwaltung,41588791,2015,104,IT- und Kommunikationsdienste
Ertrag,1,Innere Verwaltung,5742344,2016,104,IT- und Kommunikationsdienste
Aufwand,1,Innere Verwaltung,41783431,2016,104,IT- und Kommunikationsdienste
Ertrag,1,Innere Verwaltung,5742344,2017,104,IT- und Kommunikationsdienste
Aufwand,1,Innere Verwaltung,42339950,2017,104,IT- und Kommunikationsdienste
Ertrag,1,Innere Verwaltung,5742344,2018,104,IT- und Kommunikationsdienste
Aufwand,1,Innere Verwaltung,42820193,2018,104,IT- und Kommunikationsdienste
Ertrag,1,Innere Verwaltung,0,2012,105,Organisationsmanagement
Aufwand,1,Innere Verwaltung,0,2012,105,Organisationsmanagement
Ertrag,1,Innere Verwaltung,0,2013,105,Organisationsmanagement
Aufwand,1,Innere Verwaltung,0,2013,105,Organisationsmanagement
Ertrag,1,Innere Verwaltung,0,2014,105,Organisationsmanagement
Aufwand,1,Innere Verwaltung,0,2014,105,Organisationsmanagement
Ertrag,1,Innere Verwaltung,0,2015,105,Organisationsmanagement
Aufwand,1,Innere Verwaltung,0,2015,105,Organisationsmanagement
Ertrag,1,Innere Verwaltung,0,2016,105,Organisationsmanagement
Aufwand,1,Innere Verwaltung,0,2016,105,Organisationsmanagement
Ertrag,1,Innere Verwaltung,0,2017,105,Organisationsmanagement
Aufwand,1,Innere Verwaltung,0,2017,105,Organisationsmanagement
Ertrag,1,Innere Verwaltung,0,2018,105,Organisationsmanagement
Aufwand,1,Innere Verwaltung,0,2018,105,Organisationsmanagement
Ertrag,1,Innere Verwaltung,4663913,2012,106,Zentrale Dienstleistungen
Aufwand,1,Innere Verwaltung,45017968,2012,106,Zentrale Dienstleistungen
Ertrag,1,Innere Verwaltung,5023710,2013,106,Zentrale Dienstleistungen
Aufwand,1,Innere Verwaltung,47737128,2013,106,Zentrale Dienstleistungen
Ertrag,1,Innere Verwaltung,5023710,2014,106,Zentrale Dienstleistungen
Aufwand,1,Innere Verwaltung,48796616,2014,106,Zentrale Dienstleistungen
Ertrag,1,Innere Verwaltung,4296511,2015,106,Zentrale Dienstleistungen
Aufwand,1,Innere Verwaltung,49930049,2015,106,Zentrale Dienstleistungen
Ertrag,1,Innere Verwaltung,4559761,2016,106,Zentrale Dienstleistungen
Aufwand,1,Innere Verwaltung,51583133,2016,106,Zentrale Dienstleistungen
Ertrag,1,Innere Verwaltung,4616511,2017,106,Zentrale Dienstleistungen
Aufwand,1,Innere Verwaltung,53071383,2017,106,Zentrale Dienstleistungen
Ertrag,1,Innere Verwaltung,4669502,2018,106,Zentrale Dienstleistungen
Aufwand,1,Innere Verwaltung,54249934,2018,106,Zentrale Dienstleistungen
Ertrag,1,Innere Verwaltung,4117695,2012,107,Rechts- und Versicherungsangelegenheiten
Aufwand,1,Innere Verwaltung,12087333,2012,107,Rechts- und Versicherungsangelegenheiten
Ertrag,1,Innere Verwaltung,4282270,2013,107,Rechts- und Versicherungsangelegenheiten
Aufwand,1,Innere Verwaltung,11543428,2013,107,Rechts- und Versicherungsangelegenheiten
Ertrag,1,Innere Verwaltung,4282270,2014,107,Rechts- und Versicherungsangelegenheiten
Aufwand,1,Innere Verwaltung,11667972,2014,107,Rechts- und Versicherungsangelegenheiten
Ertrag,1,Innere Verwaltung,4162413,2015,107,Rechts- und Versicherungsangelegenheiten
Aufwand,1,Innere Verwaltung,11492262,2015,107,Rechts- und Versicherungsangelegenheiten
Ertrag,1,Innere Verwaltung,4162413,2016,107,Rechts- und Versicherungsangelegenheiten
Aufwand,1,Innere Verwaltung,11561378,2016,107,Rechts- und Versicherungsangelegenheiten
Ertrag,1,Innere Verwaltung,4162413,2017,107,Rechts- und Versicherungsangelegenheiten
Aufwand,1,Innere Verwaltung,11629038,2017,107,Rechts- und Versicherungsangelegenheiten
Ertrag,1,Innere Verwaltung,4162413,2018,107,Rechts- und Versicherungsangelegenheiten
Aufwand,1,Innere Verwaltung,11697817,2018,107,Rechts- und Versicherungsangelegenheiten
Ertrag,1,Innere Verwaltung,103540056,2012,108,Zentrale Liegenschaftsangelegenheiten
Aufwand,1,Innere Verwaltung,33736199,2012,108,Zentrale Liegenschaftsangelegenheiten
Ertrag,1,Innere Verwaltung,66984483,2013,108,Zentrale Liegenschaftsangelegenheiten
Aufwand,1,Innere Verwaltung,28370228,2013,108,Zentrale Liegenschaftsangelegenheiten
Ertrag,1,Innere Verwaltung,69133653,2014,108,Zentrale Liegenschaftsangelegenheiten
Aufwand,1,Innere Verwaltung,26474047,2014,108,Zentrale Liegenschaftsangelegenheiten
Ertrag,1,Innere Verwaltung,90962921,2015,108,Zentrale Liegenschaftsangelegenheiten
Aufwand,1,Innere Verwaltung,33884385,2015,108,Zentrale Liegenschaftsangelegenheiten
Ertrag,1,Innere Verwaltung,84644597,2016,108,Zentrale Liegenschaftsangelegenheiten
Aufwand,1,Innere Verwaltung,25766141,2016,108,Zentrale Liegenschaftsangelegenheiten
Ertrag,1,Innere Verwaltung,83496472,2017,108,Zentrale Liegenschaftsangelegenheiten
Aufwand,1,Innere Verwaltung,24751643,2017,108,Zentrale Liegenschaftsangelegenheiten
Ertrag,1,Innere Verwaltung,84261200,2018,108,Zentrale Liegenschaftsangelegenheiten
Aufwand,1,Innere Verwaltung,24782514,2018,108,Zentrale Liegenschaftsangelegenheiten
Ertrag,1,Innere Verwaltung,13437480,2012,109,Kasse und Veranlagung gemeindl. Abgaben
Aufwand,1,Innere Verwaltung,22348595,2012,109,Kasse und Veranlagung gemeindl. Abgaben
Ertrag,1,Innere Verwaltung,8630000,2013,109,Kasse und Veranlagung gemeindl. Abgaben
Aufwand,1,Innere Verwaltung,25614530,2013,109,Kasse und Veranlagung gemeindl. Abgaben
Ertrag,1,Innere Verwaltung,8880000,2014,109,Kasse und Veranlagung gemeindl. Abgaben
Aufwand,1,Innere Verwaltung,26779098,2014,109,Kasse und Veranlagung gemeindl. Abgaben
Ertrag,1,Innere Verwaltung,8304898,2015,109,Kasse und Veranlagung gemeindl. Abgaben
Aufwand,1,Innere Verwaltung,28227173,2015,109,Kasse und Veranlagung gemeindl. Abgaben
Ertrag,1,Innere Verwaltung,8304898,2016,109,Kasse und Veranlagung gemeindl. Abgaben
Aufwand,1,Innere Verwaltung,28522397,2016,109,Kasse und Veranlagung gemeindl. Abgaben
Ertrag,1,Innere Verwaltung,8304898,2017,109,Kasse und Veranlagung gemeindl. Abgaben
Aufwand,1,Innere Verwaltung,29025887,2017,109,Kasse und Veranlagung gemeindl. Abgaben
Ertrag,1,Innere Verwaltung,8304898,2018,109,Kasse und Veranlagung gemeindl. Abgaben
Aufwand,1,Innere Verwaltung,29535851,2018,109,Kasse und Veranlagung gemeindl. Abgaben
Ertrag,1,Innere Verwaltung,1301018,2012,110,"Controlling, Finanzsteuerung, Rechungswesen"
Aufwand,1,Innere Verwaltung,9042839,2012,110,"Controlling, Finanzsteuerung, Rechungswesen"
Ertrag,1,Innere Verwaltung,1166874,2013,110,"Controlling, Finanzsteuerung, Rechungswesen"
Aufwand,1,Innere Verwaltung,12384063,2013,110,"Controlling, Finanzsteuerung, Rechungswesen"
Ertrag,1,Innere Verwaltung,85874,2014,110,"Controlling, Finanzsteuerung, Rechungswesen"
Aufwand,1,Innere Verwaltung,10954290,2014,110,"Controlling, Finanzsteuerung, Rechungswesen"
Ertrag,1,Innere Verwaltung,305174,2015,110,"Controlling, Finanzsteuerung, Rechungswesen"
Aufwand,1,Innere Verwaltung,12219206,2015,110,"Controlling, Finanzsteuerung, Rechungswesen"
Ertrag,1,Innere Verwaltung,170174,2016,110,"Controlling, Finanzsteuerung, Rechungswesen"
Aufwand,1,Innere Verwaltung,12528782,2016,110,"Controlling, Finanzsteuerung, Rechungswesen"
Ertrag,1,Innere Verwaltung,170174,2017,110,"Controlling, Finanzsteuerung, Rechungswesen"
Aufwand,1,Innere Verwaltung,12708680,2017,110,"Controlling, Finanzsteuerung, Rechungswesen"
Ertrag,1,Innere Verwaltung,170174,2018,110,"Controlling, Finanzsteuerung, Rechungswesen"
Aufwand,1,Innere Verwaltung,12891451,2018,110,"Controlling, Finanzsteuerung, Rechungswesen"
Ertrag,1,Innere Verwaltung,1574005,2012,111,Sonstige Innere Verwaltung
Aufwand,1,Innere Verwaltung,24937723,2012,111,Sonstige Innere Verwaltung
Ertrag,1,Innere Verwaltung,1979875,2013,111,Sonstige Innere Verwaltung
Aufwand,1,Innere Verwaltung,34942389,2013,111,Sonstige Innere Verwaltung
Ertrag,1,Innere Verwaltung,1979875,2014,111,Sonstige Innere Verwaltung
Aufwand,1,Innere Verwaltung,36198150,2014,111,Sonstige Innere Verwaltung
Ertrag,1,Innere Verwaltung,1445677,2015,111,Sonstige Innere Verwaltung
Aufwand,1,Innere Verwaltung,29380474,2015,111,Sonstige Innere Verwaltung
Ertrag,1,Innere Verwaltung,1445677,2016,111,Sonstige Innere Verwaltung
Aufwand,1,Innere Verwaltung,29679836,2016,111,Sonstige Innere Verwaltung
Ertrag,1,Innere Verwaltung,1445667,2017,111,Sonstige Innere Verwaltung
Aufwand,1,Innere Verwaltung,30184997,2017,111,Sonstige Innere Verwaltung
Ertrag,1,Innere Verwaltung,1445647,2018,111,Sonstige Innere Verwaltung
Aufwand,1,Innere Verwaltung,30653440,2018,111,Sonstige Innere Verwaltung
Ertrag,2,Sicherheit und Ordnung,8951637,2012,201,Allgemeine Sicherheit und Ordnung
Aufwand,2,Sicherheit und Ordnung,16104283,2012,201,Allgemeine Sicherheit und Ordnung
Ertrag,2,Sicherheit und Ordnung,8605557,2013,201,Allgemeine Sicherheit und Ordnung
Aufwand,2,Sicherheit und Ordnung,17354872,2013,201,Allgemeine Sicherheit und Ordnung
Ertrag,2,Sicherheit und Ordnung,8605557,2014,201,Allgemeine Sicherheit und Ordnung
Aufwand,2,Sicherheit und Ordnung,17971936,2014,201,Allgemeine Sicherheit und Ordnung
Ertrag,2,Sicherheit und Ordnung,3419872,2015,201,Allgemeine Sicherheit und Ordnung
Aufwand,2,Sicherheit und Ordnung,17697933,2015,201,Allgemeine Sicherheit und Ordnung
Ertrag,2,Sicherheit und Ordnung,3819872,2016,201,Allgemeine Sicherheit und Ordnung
Aufwand,2,Sicherheit und Ordnung,18055977,2016,201,Allgemeine Sicherheit und Ordnung
Ertrag,2,Sicherheit und Ordnung,3819872,2017,201,Allgemeine Sicherheit und Ordnung
Aufwand,2,Sicherheit und Ordnung,18362914,2017,201,Allgemeine Sicherheit und Ordnung
Ertrag,2,Sicherheit und Ordnung,3819872,2018,201,Allgemeine Sicherheit und Ordnung
Aufwand,2,Sicherheit und Ordnung,18690003,2018,201,Allgemeine Sicherheit und Ordnung
Ertrag,2,Sicherheit und Ordnung,2351593,2012,202,Gewerbewesen
Aufwand,2,Sicherheit und Ordnung,4213381,2012,202,Gewerbewesen
Ertrag,2,Sicherheit und Ordnung,2987066,2013,202,Gewerbewesen
Aufwand,2,Sicherheit und Ordnung,2884780,2013,202,Gewerbewesen
Ertrag,2,Sicherheit und Ordnung,2987066,2014,202,Gewerbewesen
Aufwand,2,Sicherheit und Ordnung,3022829,2014,202,Gewerbewesen
Ertrag,2,Sicherheit und Ordnung,2172504,2015,202,Gewerbewesen
Aufwand,2,Sicherheit und Ordnung,2996717,2015,202,Gewerbewesen
Ertrag,2,Sicherheit und Ordnung,2172504,2016,202,Gewerbewesen
Aufwand,2,Sicherheit und Ordnung,3086619,2016,202,Gewerbewesen
Ertrag,2,Sicherheit und Ordnung,2172504,2017,202,Gewerbewesen
Aufwand,2,Sicherheit und Ordnung,3145019,2017,202,Gewerbewesen
Ertrag,2,Sicherheit und Ordnung,2172504,2018,202,Gewerbewesen
Aufwand,2,Sicherheit und Ordnung,3204003,2018,202,Gewerbewesen
Ertrag,2,Sicherheit und Ordnung,4622286,2012,203,Märkte
Aufwand,2,Sicherheit und Ordnung,6903693,2012,203,Märkte
Ertrag,2,Sicherheit und Ordnung,4496600,2013,203,Märkte
Aufwand,2,Sicherheit und Ordnung,4185337,2013,203,Märkte
Ertrag,2,Sicherheit und Ordnung,4496600,2014,203,Märkte
Aufwand,2,Sicherheit und Ordnung,4259604,2014,203,Märkte
Ertrag,2,Sicherheit und Ordnung,4609086,2015,203,Märkte
Aufwand,2,Sicherheit und Ordnung,5021111,2015,203,Märkte
Ertrag,2,Sicherheit und Ordnung,4609086,2016,203,Märkte
Aufwand,2,Sicherheit und Ordnung,4865766,2016,203,Märkte
Ertrag,2,Sicherheit und Ordnung,4609086,2017,203,Märkte
Aufwand,2,Sicherheit und Ordnung,4598085,2017,203,Märkte
Ertrag,2,Sicherheit und Ordnung,4609086,2018,203,Märkte
Aufwand,2,Sicherheit und Ordnung,5019083,2018,203,Märkte
Ertrag,2,Sicherheit und Ordnung,12800071,2012,204,Verkehrs- u. Kfz.-Wesen
Aufwand,2,Sicherheit und Ordnung,8976488,2012,204,Verkehrs- u. Kfz.-Wesen
Ertrag,2,Sicherheit und Ordnung,12289544,2013,204,Verkehrs- u. Kfz.-Wesen
Aufwand,2,Sicherheit und Ordnung,10191985,2013,204,Verkehrs- u. Kfz.-Wesen
Ertrag,2,Sicherheit und Ordnung,12289544,2014,204,Verkehrs- u. Kfz.-Wesen
Aufwand,2,Sicherheit und Ordnung,10575216,2014,204,Verkehrs- u. Kfz.-Wesen
Ertrag,2,Sicherheit und Ordnung,14032315,2015,204,Verkehrs- u. Kfz.-Wesen
Aufwand,2,Sicherheit und Ordnung,10241554,2015,204,Verkehrs- u. Kfz.-Wesen
Ertrag,2,Sicherheit und Ordnung,14032315,2016,204,Verkehrs- u. Kfz.-Wesen
Aufwand,2,Sicherheit und Ordnung,10462023,2016,204,Verkehrs- u. Kfz.-Wesen
Ertrag,2,Sicherheit und Ordnung,14032315,2017,204,Verkehrs- u. Kfz.-Wesen
Aufwand,2,Sicherheit und Ordnung,10636557,2017,204,Verkehrs- u. Kfz.-Wesen
Ertrag,2,Sicherheit und Ordnung,14032315,2018,204,Verkehrs- u. Kfz.-Wesen
Aufwand,2,Sicherheit und Ordnung,10813037,2018,204,Verkehrs- u. Kfz.-Wesen
Ertrag,2,Sicherheit und Ordnung,30857584,2012,205,Verkehrsüberwachung
Aufwand,2,Sicherheit und Ordnung,20324044,2012,205,Verkehrsüberwachung
Ertrag,2,Sicherheit und Ordnung,31550268,2013,205,Verkehrsüberwachung
Aufwand,2,Sicherheit und Ordnung,22350446,2013,205,Verkehrsüberwachung
Ertrag,2,Sicherheit und Ordnung,31675268,2014,205,Verkehrsüberwachung
Aufwand,2,Sicherheit und Ordnung,22948459,2014,205,Verkehrsüberwachung
Ertrag,2,Sicherheit und Ordnung,41214731,2015,205,Verkehrsüberwachung
Aufwand,2,Sicherheit und Ordnung,27892524,2015,205,Verkehrsüberwachung
Ertrag,2,Sicherheit und Ordnung,41894731,2016,205,Verkehrsüberwachung
Aufwand,2,Sicherheit und Ordnung,27941461,2016,205,Verkehrsüberwachung
Ertrag,2,Sicherheit und Ordnung,41894731,2017,205,Verkehrsüberwachung
Aufwand,2,Sicherheit und Ordnung,28399189,2017,205,Verkehrsüberwachung
Ertrag,2,Sicherheit und Ordnung,41894731,2018,205,Verkehrsüberwachung
Aufwand,2,Sicherheit und Ordnung,28885354,2018,205,Verkehrsüberwachung
Ertrag,2,Sicherheit und Ordnung,1139474,2012,206,Verbraucherschutz und Veterinäraufsicht
Aufwand,2,Sicherheit und Ordnung,5726398,2012,206,Verbraucherschutz und Veterinäraufsicht
Ertrag,2,Sicherheit und Ordnung,1058839,2013,206,Verbraucherschutz und Veterinäraufsicht
Aufwand,2,Sicherheit und Ordnung,6678739,2013,206,Verbraucherschutz und Veterinäraufsicht
Ertrag,2,Sicherheit und Ordnung,1081579,2014,206,Verbraucherschutz und Veterinäraufsicht
Aufwand,2,Sicherheit und Ordnung,6827441,2014,206,Verbraucherschutz und Veterinäraufsicht
Ertrag,2,Sicherheit und Ordnung,1234800,2015,206,Verbraucherschutz und Veterinäraufsicht
Aufwand,2,Sicherheit und Ordnung,6687763,2015,206,Verbraucherschutz und Veterinäraufsicht
Ertrag,2,Sicherheit und Ordnung,1234800,2016,206,Verbraucherschutz und Veterinäraufsicht
Aufwand,2,Sicherheit und Ordnung,6775423,2016,206,Verbraucherschutz und Veterinäraufsicht
Ertrag,2,Sicherheit und Ordnung,77200,2017,206,Verbraucherschutz und Veterinäraufsicht
Aufwand,2,Sicherheit und Ordnung,6863100,2017,206,Verbraucherschutz und Veterinäraufsicht
Ertrag,2,Sicherheit und Ordnung,1234800,2018,206,Verbraucherschutz und Veterinäraufsicht
Aufwand,2,Sicherheit und Ordnung,6952282,2018,206,Verbraucherschutz und Veterinäraufsicht
Ertrag,2,Sicherheit und Ordnung,7391900,2012,207,Einwohnerangelegenheiten
Aufwand,2,Sicherheit und Ordnung,12745568,2012,207,Einwohnerangelegenheiten
Ertrag,2,Sicherheit und Ordnung,7985110,2013,207,Einwohnerangelegenheiten
Aufwand,2,Sicherheit und Ordnung,14289763,2013,207,Einwohnerangelegenheiten
Ertrag,2,Sicherheit und Ordnung,7985110,2014,207,Einwohnerangelegenheiten
Aufwand,2,Sicherheit und Ordnung,14628841,2014,207,Einwohnerangelegenheiten
Ertrag,2,Sicherheit und Ordnung,6482865,2015,207,Einwohnerangelegenheiten
Aufwand,2,Sicherheit und Ordnung,12684526,2015,207,Einwohnerangelegenheiten
Ertrag,2,Sicherheit und Ordnung,6482865,2016,207,Einwohnerangelegenheiten
Aufwand,2,Sicherheit und Ordnung,12912353,2016,207,Einwohnerangelegenheiten
Ertrag,2,Sicherheit und Ordnung,6482865,2017,207,Einwohnerangelegenheiten
Aufwand,2,Sicherheit und Ordnung,13067564,2017,207,Einwohnerangelegenheiten
Ertrag,2,Sicherheit und Ordnung,6482865,2018,207,Einwohnerangelegenheiten
Aufwand,2,Sicherheit und Ordnung,13083167,2018,207,Einwohnerangelegenheiten
Ertrag,2,Sicherheit und Ordnung,1943238,2012,208,Personenstandswesen
Aufwand,2,Sicherheit und Ordnung,4095075,2012,208,Personenstandswesen
Ertrag,2,Sicherheit und Ordnung,1976878,2013,208,Personenstandswesen
Aufwand,2,Sicherheit und Ordnung,4708982,2013,208,Personenstandswesen
Ertrag,2,Sicherheit und Ordnung,1976878,2014,208,Personenstandswesen
Aufwand,2,Sicherheit und Ordnung,4908401,2014,208,Personenstandswesen
Ertrag,2,Sicherheit und Ordnung,2011313,2015,208,Personenstandswesen
Aufwand,2,Sicherheit und Ordnung,4703191,2015,208,Personenstandswesen
Ertrag,2,Sicherheit und Ordnung,2011313,2016,208,Personenstandswesen
Aufwand,2,Sicherheit und Ordnung,4784319,2016,208,Personenstandswesen
Ertrag,2,Sicherheit und Ordnung,2011313,2017,208,Personenstandswesen
Aufwand,2,Sicherheit und Ordnung,4862316,2017,208,Personenstandswesen
Ertrag,2,Sicherheit und Ordnung,2011313,2018,208,Personenstandswesen
Aufwand,2,Sicherheit und Ordnung,4941234,2018,208,Personenstandswesen
Ertrag,2,Sicherheit und Ordnung,6621476,2012,209,Ausländerangelegenheiten
Aufwand,2,Sicherheit und Ordnung,16599386,2012,209,Ausländerangelegenheiten
Ertrag,2,Sicherheit und Ordnung,6807423,2013,209,Ausländerangelegenheiten
Aufwand,2,Sicherheit und Ordnung,18258550,2013,209,Ausländerangelegenheiten
Ertrag,2,Sicherheit und Ordnung,6807423,2014,209,Ausländerangelegenheiten
Aufwand,2,Sicherheit und Ordnung,18995020,2014,209,Ausländerangelegenheiten
Ertrag,2,Sicherheit und Ordnung,6528453,2015,209,Ausländerangelegenheiten
Aufwand,2,Sicherheit und Ordnung,19150567,2015,209,Ausländerangelegenheiten
Ertrag,2,Sicherheit und Ordnung,6511953,2016,209,Ausländerangelegenheiten
Aufwand,2,Sicherheit und Ordnung,20148012,2016,209,Ausländerangelegenheiten
Ertrag,2,Sicherheit und Ordnung,6511953,2017,209,Ausländerangelegenheiten
Aufwand,2,Sicherheit und Ordnung,20026651,2017,209,Ausländerangelegenheiten
Ertrag,2,Sicherheit und Ordnung,6511953,2018,209,Ausländerangelegenheiten
Aufwand,2,Sicherheit und Ordnung,20359267,2018,209,Ausländerangelegenheiten
Ertrag,2,Sicherheit und Ordnung,853146,2012,210,Statistik und Informationsmanagement
Aufwand,2,Sicherheit und Ordnung,2344709,2012,210,Statistik und Informationsmanagement
Ertrag,2,Sicherheit und Ordnung,2500,2013,210,Statistik und Informationsmanagement
Aufwand,2,Sicherheit und Ordnung,2469970,2013,210,Statistik und Informationsmanagement
Ertrag,2,Sicherheit und Ordnung,2500,2014,210,Statistik und Informationsmanagement
Aufwand,2,Sicherheit und Ordnung,2486435,2014,210,Statistik und Informationsmanagement
Ertrag,2,Sicherheit und Ordnung,100,2015,210,Statistik und Informationsmanagement
Aufwand,2,Sicherheit und Ordnung,1832640,2015,210,Statistik und Informationsmanagement
Ertrag,2,Sicherheit und Ordnung,100,2016,210,Statistik und Informationsmanagement
Aufwand,2,Sicherheit und Ordnung,1864199,2016,210,Statistik und Informationsmanagement
Ertrag,2,Sicherheit und Ordnung,100,2017,210,Statistik und Informationsmanagement
Aufwand,2,Sicherheit und Ordnung,1895832,2017,210,Statistik und Informationsmanagement
Ertrag,2,Sicherheit und Ordnung,100,2018,210,Statistik und Informationsmanagement
Aufwand,2,Sicherheit und Ordnung,1928092,2018,210,Statistik und Informationsmanagement
Ertrag,2,Sicherheit und Ordnung,739632,2012,211,Wahlen
Aufwand,2,Sicherheit und Ordnung,2202436,2012,211,Wahlen
Ertrag,2,Sicherheit und Ordnung,705000,2013,211,Wahlen
Aufwand,2,Sicherheit und Ordnung,3908767,2013,211,Wahlen
Ertrag,2,Sicherheit und Ordnung,800000,2014,211,Wahlen
Aufwand,2,Sicherheit und Ordnung,6275485,2014,211,Wahlen
Ertrag,2,Sicherheit und Ordnung,0,2015,211,Wahlen
Aufwand,2,Sicherheit und Ordnung,4492694,2015,211,Wahlen
Ertrag,2,Sicherheit und Ordnung,0,2016,211,Wahlen
Aufwand,2,Sicherheit und Ordnung,2838058,2016,211,Wahlen
Ertrag,2,Sicherheit und Ordnung,1410000,2017,211,Wahlen
Aufwand,2,Sicherheit und Ordnung,6066795,2017,211,Wahlen
Ertrag,2,Sicherheit und Ordnung,0,2018,211,Wahlen
